Punto geográfico	P1. En general, en su Barrio usted se siente:	P2. Con relación a hace un año, cómo se siente usted actualmente en este Barrio	P3. En general, en su Comuna o Corregimiento usted se siente:	P4. Con relación a hace un año, cómo se siente usted actualmente en esta Comuna o Corregimiento	P5. En general, en Medellín, usted se siente:	P6. Con relación a hace un año, cómo se siente usted actualmente en Medellín
POINT (-75.5884 6.20838)	2	0	2	0	2	0
POINT (-75.5891 6.28634)	3	1	3	0	3	0
POINT (-75.5891 6.28634)	2	1	2	0	4	0
POINT (-75.5987 6.2269)	1	1	1	1	2	1
POINT (-75.6136 6.22835)	2	0	2	0	3	1
POINT (-75.5787 6.30427)	2	0	2	0	3	0
POINT (-75.5787 6.30427)	3	1	3	4	4	4
POINT (-75.5787 6.30427)	2	0	2	0	3	4
POINT (-75.5696 6.30673)	2	0	2	0	3	0
POINT (-75.5696 6.30673)	1	0	2	0	2	0
POINT (-75.5696 6.30673)	2	1	2	1	2	4
POINT (-75.5803 6.29721)	2	0	2	0	0	0
POINT (-75.5615 6.31124)	1	1	1	1	2	0
POINT (-75.5615 6.31124)	1	0	2	0	2	0
POINT (-75.5615 6.31124)	2	0	2	0	3	0
POINT (-75.5615 6.31124)	2	0	2	0	2	0
POINT (-75.5656 6.3067)	2	4	3	4	3	0
POINT (-75.5728 6.30941)	2	0	2	0	2	0
POINT (-75.5713 6.29443)	2	0	2	4	2	0
POINT (-75.5644 6.31042)	1	0	1	0	3	0
POINT (-75.5644 6.31042)	1	0	2	0	2	0
POINT (-75.5639 6.29582)	1	4	3	0	4	0
POINT (-75.5749 6.28751)	2	1	2	1	3	4
POINT (-75.585 6.29545)	3	0	3	0	3	4
POINT (-75.585 6.29545)	1	0	2	0	3	0
POINT (-75.585 6.29545)	1	0	2	0	3	4
POINT (-75.585 6.29545)	2	0	2	0	2	0
POINT (-75.585 6.29545)	2	1	2	0	2	0
POINT (-75.585 6.29545)	2	0	2	0	2	0
POINT (-75.5737 6.30044)	2	1	2	1	2	0
POINT (-75.5739 6.29527)	2	4	4	4	3	4
POINT (-75.5739 6.29527)	2	0	2	0	2	0
POINT (-75.5739 6.29527)	2	1	1	1	1	1
POINT (-75.6013 6.23162)	1	0	1	0	3	0
POINT (-75.5942 6.25178)	2	0	2	0	3	0
POINT (-75.5756 6.30536)	2	1	2	1	2	1
POINT (-75.5744 6.28518)	2	0	2	1	2	0
POINT (-75.5787 6.30427)	2	0	2	0	3	4
POINT (-75.5756 6.30536)	3	4	3	0	3	0
POINT (-75.5891 6.28634)	2	0	2	4	2	0
POINT (-75.6065 6.22696)	3	1	3	4	2	1
POINT (-75.5942 6.25178)	2	0	2	0	3	0
POINT (-75.5639 6.29582)	2	0	2	0	2	0
POINT (-75.5756 6.30536)	2	1	2	1	3	4
POINT (-75.5723 6.28437)	2	0	2	0	3	0
POINT (-75.5723 6.28437)	2	1	1	1	2	1
POINT (-75.5888 6.29063)	2	0	2	0	0	0
POINT (-75.5744 6.28518)	3	1	3	1	4	4
POINT (-75.5803 6.29721)	2	0	2	0	3	0
POINT (-75.5919 6.19488)	1	0	2	0	2	0
POINT (-75.6012 6.27939)	3	0	2	0	3	0
POINT (-75.5896 6.29084)	2	0	2	0	3	4
POINT (-75.5949 6.2797)	2	0	2	0	3	0
POINT (-75.6069 6.22746)	2	0	1	0	4	0
POINT (-75.5763 6.29843)	2	4	1	0	1	0
POINT (-75.5888 6.29063)	2	0	2	0	2	4
POINT (-75.5653 6.30496)	3	0	3	1	3	0
POINT (-75.5653 6.30496)	2	0	2	0	2	0
POINT (-75.581 6.29199)	2	0	2	0	2	0
POINT (-75.581 6.29199)	2	0	2	0	2	0
POINT (-75.581 6.29199)	2	0	2	0	2	0
POINT (-75.5949 6.2797)	2	0	2	0	3	0
POINT (-75.5713 6.29443)	2	0	2	0	3	0
POINT (-75.5713 6.29443)	2	0	2	0	3	0
POINT (-75.5713 6.29443)	2	0	2	0	2	0
POINT (-75.5896 6.29084)	2	0	2	0	2	0
POINT (-75.6136 6.22835)	2	4	4	0	3	0
POINT (-75.5756 6.30536)	3	0	3	0	3	0
POINT (-75.558 6.30479)	2	0	1	0	3	0
POINT (-75.6007 6.28687)	2	0	2	0	2	0
POINT (-75.5653 6.30496)	1	1	2	1	3	4
POINT (-75.574 6.28695)	1	0	2	0	2	0
POINT (-75.5888 6.29063)	2	0	2	0	3	0
POINT (-75.6012 6.27939)	1	1	1	1	2	1
POINT (-75.5956 6.29026)	2	1	2	0	2	0
POINT (-75.5787 6.30427)	2	0	2	4	3	4
POINT (-75.5763 6.29843)	2	0	2	1	3	4
POINT (-75.5987 6.28154)	2	0	2	0	2	0
POINT (-75.5896 6.29084)	3	0	3	0	3	0
POINT (-75.6007 6.28687)	2	0	2	0	2	1
POINT (-75.5594 6.30666)	2	0	2	0	2	0
POINT (-75.5594 6.30666)	2	0	2	0	3	0
POINT (-75.5594 6.30666)	2	1	2	1	3	4
POINT (-75.5594 6.30666)	2	1	2	1	2	1
POINT (-75.5949 6.2797)	2	0	2	0	2	0
POINT (-75.5888 6.29063)	2	0	2	0	3	0
POINT (-75.5834 6.30392)	2	1	2	0	2	0
POINT (-75.5834 6.30392)	2	0	2	0	3	0
POINT (-75.5834 6.30392)	2	1	1	1	3	1
POINT (-75.5756 6.30536)	2	4	2	4	2	0
POINT (-75.5766 6.29474)	2	0	2	0	2	0
POINT (-75.5884 6.20838)	2	0	3	0	4	0
POINT (-75.5919 6.28805)	1	1	2	0	1	0
POINT (-75.5997 6.27559)	2	0	2	0	3	0
POINT (-75.5997 6.27559)	2	0	2	0	2	0
POINT (-75.5997 6.27559)	2	4	2	4	3	4
POINT (-75.5896 6.29084)	2	0	2	0	2	0
POINT (-75.5744 6.28518)	2	0	2	1	3	0
POINT (-75.6012 6.27939)	2	0	2	0	1	0
POINT (-75.558 6.30479)	1	1	2	0	2	0
POINT (-75.5639 6.29582)	2	0	2	0	2	0
POINT (-75.574 6.28695)	2	0	2	0	2	0
POINT (-75.5938 6.27639)	2	0	3	0	3	0
POINT (-75.5956 6.29026)	2	0	2	0	3	0
POINT (-75.5915 6.20141)	2	0	2	0	2	0
POINT (-75.5915 6.20141)	1	1	1	1	2	4
POINT (-75.5915 6.20141)	2	0	2	0	3	0
POINT (-75.5915 6.20141)	2	0	2	0	2	4
POINT (-75.5615 6.31093)	2	0	2	0	3	0
POINT (-75.5615 6.31093)	2	0	2	0	2	0
POINT (-75.5615 6.31093)	2	0	2	0	2	0
POINT (-75.5615 6.31093)	2	0	2	0	3	0
POINT (-75.5615 6.31093)	2	0	2	0	2	0
POINT (-75.5615 6.31093)	2	0	2	0	2	0
POINT (-75.5766 6.29474)	2	1	3	1	2	0
POINT (-75.6007 6.28687)	2	0	2	0	2	0
POINT (-75.5713 6.29443)	2	0	2	0	3	4
POINT (-75.5713 6.29443)	2	0	2	0	2	0
POINT (-75.581 6.29199)	2	0	2	0	2	0
POINT (-75.581 6.29199)	2	0	2	0	3	4
POINT (-75.5656 6.3067)	2	0	2	0	2	0
POINT (-75.5656 6.3067)	4	0	4	0	4	0
POINT (-75.56 6.30414)	2	0	2	0	2	0
POINT (-75.56 6.30414)	2	0	2	0	2	0
POINT (-75.56 6.30414)	1	1	1	1	2	0
POINT (-75.5756 6.30536)	2	0	2	0	2	0
POINT (-75.5653 6.30496)	2	0	2	0	3	0
POINT (-75.5763 6.29843)	3	4	2	0	3	4
POINT (-75.6069 6.22746)	1	0	2	0	3	4
POINT (-75.6069 6.22746)	2	1	2	0	2	0
POINT (-75.6136 6.22835)	2	1	2	0	2	0
POINT (-75.5919 6.28805)	2	4	2	0	3	0
POINT (-75.5793 6.27254)	2	0	2	0	2	1
POINT (-75.5896 6.29084)	2	0	2	0	3	0
POINT (-75.5896 6.29084)	2	0	2	0	4	0
POINT (-75.5888 6.29063)	2	0	2	0	2	0
POINT (-75.5793 6.27254)	1	4	3	4	1	4
POINT (-75.6069 6.22746)	2	4	3	4	3	4
POINT (-75.5949 6.2797)	2	0	2	0	3	0
POINT (-75.5763 6.29843)	2	0	2	0	2	0
POINT (-75.6007 6.28687)	2	1	3	0	3	0
POINT (-75.6007 6.28687)	2	0	3	0	2	0
POINT (-75.6007 6.28687)	1	1	2	1	2	0
POINT (-75.5888 6.29063)	2	0	2	0	2	0
POINT (-75.5766 6.29474)	2	0	2	0	2	0
POINT (-75.5997 6.27559)	1	0	2	0	2	0
POINT (-75.5987 6.28154)	2	1	2	1	3	0
POINT (-75.5987 6.28154)	2	1	2	1	3	4
POINT (-75.6069 6.22746)	2	0	2	0	2	0
POINT (-75.5656 6.3067)	2	0	2	0	2	0
POINT (-75.5949 6.2797)	2	0	2	0	2	0
POINT (-75.5949 6.2797)	1	1	2	0	2	0
POINT (-75.581 6.29199)	2	0	2	0	2	0
POINT (-75.5987 6.28154)	2	1	2	4	3	4
POINT (-75.5987 6.28154)	2	1	1	0	2	1
POINT (-75.5793 6.27254)	2	0	2	0	2	0
POINT (-75.5997 6.27559)	2	0	2	0	3	0
POINT (-75.5997 6.27559)	1	1	1	1	1	1
POINT (-75.59 6.28974)	2	0	2	0	2	0
POINT (-75.5884 6.28982)	2	0	2	0	3	0
POINT (-75.5639 6.29582)	2	0	2	0	3	0
POINT (-75.5766 6.29474)	2	0	2	0	2	0
POINT (-75.5956 6.29026)	2	0	2	0	2	0
POINT (-75.59 6.28974)	2	0	2	1	3	4
POINT (-75.5987 6.28154)	2	1	2	1	3	4
POINT (-75.5834 6.30392)	3	0	3	0	2	1
POINT (-75.5744 6.28518)	2	0	2	0	2	4
POINT (-75.5744 6.28518)	2	0	2	0	2	0
POINT (-75.5949 6.28359)	2	0	2	4	3	0
POINT (-75.5949 6.28359)	2	0	2	0	2	0
POINT (-75.574 6.28695)	2	1	2	1	2	1
POINT (-75.574 6.28695)	2	0	2	0	2	0
POINT (-75.574 6.28695)	2	0	1	0	3	0
POINT (-75.6083 6.26331)	2	0	2	0	2	0
POINT (-75.6083 6.26331)	2	0	2	0	3	4
POINT (-75.6083 6.26331)	2	0	2	0	3	0
POINT (-75.558 6.30479)	2	0	3	0	3	4
POINT (-75.558 6.30479)	2	1	2	1	2	4
POINT (-75.558 6.30479)	1	1	1	1	1	1
POINT (-75.5594 6.30666)	2	0	2	0	2	0
POINT (-75.5791 6.30466)	2	0	2	0	3	4
POINT (-75.5791 6.30466)	2	4	2	1	2	0
POINT (-75.5591 6.30874)	1	0	2	0	2	0
POINT (-75.56 6.30414)	1	0	2	0	2	0
POINT (-75.56 6.30414)	1	0	2	0	2	0
POINT (-75.5942 6.25178)	1	1	2	1	2	1
POINT (-75.5942 6.25178)	2	0	2	0	3	0
POINT (-75.5767 6.30107)	3	0	3	0	4	0
POINT (-75.5767 6.30107)	2	0	2	0	3	0
POINT (-75.5767 6.30107)	2	1	2	1	2	1
POINT (-75.5793 6.27254)	2	0	2	0	3	0
POINT (-75.5763 6.29843)	2	0	2	0	2	1
POINT (-75.5766 6.29474)	1	0	1	0	2	4
POINT (-75.574 6.28695)	2	0	3	0	3	0
POINT (-75.59 6.28974)	2	0	2	0	3	4
POINT (-75.5938 6.27639)	2	1	2	0	2	1
POINT (-75.5955 6.27814)	2	0	2	0	3	0
POINT (-75.5955 6.27814)	3	0	3	0	3	0
POINT (-75.6012 6.27939)	2	0	2	0	2	0
POINT (-75.59 6.28974)	2	0	2	0	3	0
POINT (-75.5884 6.28982)	2	4	2	0	4	1
POINT (-75.5834 6.30392)	2	0	2	0	2	0
POINT (-75.5956 6.29026)	2	0	2	0	3	0
POINT (-75.5767 6.30107)	2	0	2	0	3	1
POINT (-75.5793 6.27254)	2	0	2	0	2	4
POINT (-75.5955 6.27814)	2	4	3	4	3	1
POINT (-75.5639 6.29582)	2	0	2	1	3	0
POINT (-75.5919 6.28805)	2	0	2	0	2	0
POINT (-75.5919 6.28731)	1	0	2	0	2	0
POINT (-75.5949 6.28359)	3	0	4	0	4	0
POINT (-75.5744 6.30898)	1	0	2	0	3	0
POINT (-75.5744 6.30898)	2	0	2	1	1	0
POINT (-75.5744 6.30898)	2	0	2	0	2	0
POINT (-75.5744 6.30898)	2	0	2	0	2	0
POINT (-75.5744 6.28518)	2	0	2	0	2	0
POINT (-75.5884 6.28982)	2	0	2	0	2	0
POINT (-75.5955 6.27814)	2	0	2	4	2	0
POINT (-75.6083 6.26331)	2	0	2	0	2	0
POINT (-75.6083 6.26331)	2	0	2	0	3	0
POINT (-75.6083 6.26331)	2	0	2	0	3	0
POINT (-75.6012 6.27939)	1	0	1	0	2	0
POINT (-75.5998 6.27631)	1	0	2	0	3	0
POINT (-75.5852 6.30616)	2	0	2	0	3	0
POINT (-75.5852 6.30616)	2	0	2	0	2	0
POINT (-75.5852 6.30616)	2	0	1	0	2	0
POINT (-75.5852 6.30616)	2	0	3	0	3	0
POINT (-75.5852 6.30616)	2	0	2	0	2	0
POINT (-75.59 6.28974)	2	1	1	1	2	0
POINT (-75.6012 6.27939)	2	0	2	1	3	1
POINT (-75.6161 6.2751)	2	0	2	0	2	1
POINT (-75.6161 6.2751)	2	0	2	0	2	4
POINT (-75.6161 6.2751)	1	0	1	0	3	0
POINT (-75.6161 6.2751)	2	0	2	0	3	1
POINT (-75.5949 6.28359)	1	0	2	0	2	0
POINT (-75.5919 6.28805)	2	0	2	0	2	0
POINT (-75.5919 6.28731)	1	0	2	0	2	0
POINT (-75.5919 6.28805)	1	0	1	1	2	0
POINT (-75.5919 6.28805)	2	0	2	0	3	0
POINT (-75.5919 6.28731)	2	0	2	0	2	0
POINT (-75.5931 6.25311)	2	0	2	0	2	0
POINT (-75.6087 6.28272)	2	0	2	0	2	0
POINT (-75.5884 6.28982)	2	0	2	0	2	0
POINT (-75.5791 6.30466)	2	0	1	0	4	0
POINT (-75.5763 6.29843)	2	0	2	0	2	0
POINT (-75.558 6.30479)	3	0	3	0	3	0
POINT (-75.5938 6.27639)	2	0	3	0	2	1
POINT (-75.5938 6.27639)	3	0	3	0	3	0
POINT (-75.5938 6.27639)	2	0	2	0	3	0
POINT (-75.5591 6.30874)	2	0	2	0	2	0
POINT (-75.5591 6.30874)	2	0	2	0	3	0
POINT (-75.5766 6.29474)	2	1	2	0	4	0
POINT (-75.59 6.28974)	2	1	2	0	3	4
POINT (-75.5852 6.30616)	2	0	2	0	2	0
POINT (-75.5594 6.30666)	2	0	2	0	3	0
POINT (-75.5998 6.27631)	2	0	2	0	3	0
POINT (-75.5998 6.27631)	3	4	3	4	3	0
POINT (-75.5949 6.28359)	1	1	1	0	4	0
POINT (-75.56 6.30414)	1	0	2	0	2	1
POINT (-75.5775 6.29359)	2	0	2	0	2	0
POINT (-75.5775 6.29359)	2	0	2	0	2	0
POINT (-75.5775 6.29359)	2	0	2	0	2	0
POINT (-75.5971 6.21302)	4	0	2	0	3	0
POINT (-75.5728 6.27278)	2	4	2	4	3	0
POINT (-75.5793 6.27254)	3	0	3	0	3	0
POINT (-75.5996 6.26466)	2	0	2	0	4	0
POINT (-75.5636 6.30373)	2	0	2	0	3	0
POINT (-75.593 6.28758)	3	0	3	0	4	4
POINT (-75.5956 6.29026)	2	1	2	1	3	4
POINT (-75.5956 6.29026)	2	0	2	1	2	1
POINT (-75.5767 6.30107)	2	0	2	0	2	0
POINT (-75.5805 6.29946)	2	4	2	4	2	0
POINT (-75.5915 6.20141)	1	1	1	0	2	0
POINT (-75.5771 6.27606)	2	0	2	4	3	4
POINT (-75.6161 6.2751)	2	0	2	0	2	0
POINT (-75.5805 6.29946)	2	0	3	0	3	0
POINT (-75.5771 6.27606)	2	0	2	0	4	0
POINT (-75.5775 6.29359)	2	0	2	0	2	0
POINT (-75.5656 6.3067)	1	1	1	1	1	1
POINT (-75.5636 6.30373)	3	0	3	0	4	0
POINT (-75.5813 6.22948)	2	0	2	0	2	0
POINT (-75.6117 6.23421)	2	0	2	0	3	0
POINT (-75.5996 6.26466)	2	0	2	0	2	0
POINT (-75.5803 6.29721)	2	0	2	0	3	0
POINT (-75.5771 6.27606)	2	0	2	0	3	0
POINT (-75.5863 6.28101)	3	0	3	0	3	0
POINT (-75.5863 6.28101)	2	0	2	0	3	0
POINT (-75.5791 6.30466)	3	4	3	0	3	0
POINT (-75.5791 6.30466)	2	0	2	0	2	0
POINT (-75.5673 6.29301)	2	1	2	1	3	0
POINT (-75.6162 6.25722)	2	0	2	0	3	0
POINT (-75.6087 6.28272)	2	0	2	0	2	0
POINT (-75.5728 6.27278)	4	4	4	0	4	0
POINT (-75.5728 6.27278)	2	1	2	1	2	1
POINT (-75.5946 6.22635)	2	1	2	1	3	4
POINT (-75.5826 6.30079)	3	4	2	0	3	0
POINT (-75.5826 6.30079)	2	0	2	0	3	0
POINT (-75.5826 6.30079)	2	0	2	0	2	0
POINT (-75.5591 6.30874)	4	0	4	0	4	0
POINT (-75.6117 6.23421)	2	0	2	0	4	0
POINT (-75.62 6.25978)	2	0	2	0	2	0
POINT (-75.6064 6.27725)	2	0	2	0	3	4
POINT (-75.6064 6.27725)	2	0	3	0	3	0
POINT (-75.6064 6.27725)	2	0	2	0	3	0
POINT (-75.5751 6.2858)	2	0	2	0	2	0
POINT (-75.5751 6.2858)	2	0	2	0	3	4
POINT (-75.5585 6.30278)	1	1	1	0	2	0
POINT (-75.5761 6.31093)	2	0	2	0	3	1
POINT (-75.5761 6.31093)	2	0	2	0	2	0
POINT (-75.5761 6.31093)	3	0	3	0	3	0
POINT (-75.5761 6.31093)	2	0	2	0	2	0
POINT (-75.6165 6.25767)	3	4	4	0	4	4
POINT (-75.6174 6.26141)	2	1	2	1	2	1
POINT (-75.6174 6.26141)	2	0	2	0	3	0
POINT (-75.593 6.28758)	2	0	2	0	2	0
POINT (-75.5946 6.22635)	1	0	2	0	3	0
POINT (-75.6215 6.24953)	2	0	2	0	2	0
POINT (-75.5673 6.29301)	2	0	2	0	3	0
POINT (-75.5775 6.29359)	1	1	1	1	2	0
POINT (-75.5775 6.29359)	1	1	2	0	2	1
POINT (-75.5849 6.30551)	2	0	3	0	3	0
POINT (-75.5849 6.30551)	2	0	2	0	2	1
POINT (-75.5849 6.30551)	2	0	3	4	3	0
POINT (-75.5771 6.27606)	2	0	2	0	3	0
POINT (-75.5931 6.25311)	2	0	2	0	2	0
POINT (-75.5739 6.29527)	1	1	1	1	1	0
POINT (-75.5739 6.29527)	2	1	2	0	2	0
POINT (-75.5739 6.29527)	3	1	2	1	2	1
POINT (-75.594 6.28328)	2	1	1	0	1	0
POINT (-75.625 6.25037)	2	0	4	0	2	0
POINT (-75.62 6.25978)	2	0	1	0	1	0
POINT (-75.5767 6.30107)	1	1	1	1	2	1
POINT (-75.6117 6.23421)	1	1	2	0	1	0
POINT (-75.6027 6.2639)	3	0	2	0	3	0
POINT (-75.6239 6.24707)	2	0	2	1	2	1
POINT (-75.6239 6.24707)	2	0	2	0	2	1
POINT (-75.5771 6.27606)	2	0	2	0	2	0
POINT (-75.6222 6.25381)	2	0	2	0	3	0
POINT (-75.593 6.28758)	2	0	2	0	2	0
POINT (-75.6192 6.25812)	3	0	3	0	3	0
POINT (-75.5946 6.22635)	2	0	2	0	2	0
POINT (-75.5533 6.30669)	2	0	2	0	2	4
POINT (-75.5636 6.30373)	2	0	2	0	3	4
POINT (-75.5791 6.30466)	2	4	2	0	3	4
POINT (-75.5849 6.30551)	3	4	3	4	3	0
POINT (-75.6099 6.25763)	3	0	3	4	3	4
POINT (-75.5826 6.30079)	3	0	4	0	4	0
POINT (-75.62 6.25978)	2	0	2	0	3	0
POINT (-75.5996 6.26466)	2	0	2	0	3	0
POINT (-75.6117 6.23421)	2	1	1	1	4	0
POINT (-75.5788 6.29126)	1	0	2	0	0	0
POINT (-75.5788 6.29126)	3	4	3	4	4	0
POINT (-75.5788 6.29126)	2	0	3	0	1	0
POINT (-75.5844 6.30685)	3	0	3	0	3	0
POINT (-75.6174 6.26141)	2	1	2	1	1	1
POINT (-75.6192 6.25812)	1	0	2	0	2	0
POINT (-75.5946 6.22635)	2	1	2	1	3	0
POINT (-75.6057 6.26391)	3	4	3	4	2	4
POINT (-75.6057 6.26391)	2	0	2	0	2	0
POINT (-75.6057 6.26391)	2	0	2	0	3	0
POINT (-75.6057 6.26391)	2	0	2	0	3	4
POINT (-75.6057 6.26391)	2	0	2	1	2	1
POINT (-75.6057 6.26391)	2	0	2	0	2	0
POINT (-75.593 6.28758)	2	0	2	0	2	0
POINT (-75.5771 6.27606)	3	0	3	0	3	0
POINT (-75.5805 6.29946)	2	0	2	0	3	4
POINT (-75.5805 6.29946)	2	0	2	0	3	0
POINT (-75.5938 6.27639)	2	0	2	0	2	4
POINT (-75.6167 6.25306)	2	0	3	0	2	0
POINT (-75.6167 6.25306)	1	0	1	0	3	1
POINT (-75.6167 6.25306)	3	4	3	4	3	4
POINT (-75.6167 6.25306)	2	0	2	0	2	4
POINT (-75.5538 6.30732)	3	0	3	0	3	0
POINT (-75.5538 6.30732)	2	0	3	0	4	0
POINT (-75.5556 6.3047)	2	0	2	0	2	0
POINT (-75.5556 6.3047)	2	0	3	0	3	0
POINT (-75.5556 6.3047)	2	0	2	0	3	0
POINT (-75.594 6.28328)	2	0	2	0	3	0
POINT (-75.6027 6.2639)	2	4	3	4	3	4
POINT (-75.5636 6.30373)	2	0	2	0	2	4
POINT (-75.6117 6.23421)	2	1	1	1	2	1
POINT (-75.6064 6.27725)	3	0	3	0	3	4
POINT (-75.6064 6.27725)	2	0	2	0	2	4
POINT (-75.6064 6.27725)	2	0	2	0	3	0
POINT (-75.62 6.25978)	1	1	2	0	2	0
POINT (-75.5849 6.30551)	1	0	2	0	2	1
POINT (-75.5849 6.30551)	1	1	2	1	3	0
POINT (-75.6192 6.25812)	3	0	2	0	3	0
POINT (-75.5931 6.25311)	2	0	2	1	1	1
POINT (-75.6222 6.25381)	2	0	2	0	2	0
POINT (-75.5784 6.29532)	2	0	2	0	2	4
POINT (-75.6087 6.28272)	3	0	3	0	3	0
POINT (-75.6087 6.28272)	2	0	2	0	2	1
POINT (-75.6215 6.24953)	2	0	2	0	3	1
POINT (-75.6239 6.24707)	1	0	2	0	3	0
POINT (-75.6239 6.24707)	3	0	2	0	2	1
POINT (-75.6135 6.26086)	2	1	2	0	2	0
POINT (-75.6135 6.26086)	2	0	2	0	3	0
POINT (-75.6135 6.26086)	1	0	2	0	1	1
POINT (-75.6135 6.26086)	2	0	2	0	3	4
POINT (-75.5468 6.30447)	2	1	2	0	2	1
POINT (-75.5468 6.30447)	2	1	2	0	3	4
POINT (-75.5728 6.27278)	3	4	3	4	3	0
POINT (-75.5728 6.27278)	2	0	2	0	2	0
POINT (-75.5728 6.27278)	2	0	2	0	2	0
POINT (-75.5826 6.30079)	1	1	2	1	3	4
POINT (-75.5826 6.30079)	1	0	2	0	2	0
POINT (-75.5946 6.22635)	2	0	2	0	3	0
POINT (-75.5761 6.31093)	2	0	2	0	2	0
POINT (-75.5761 6.31093)	2	4	2	4	2	1
POINT (-75.5673 6.29301)	2	0	2	0	2	0
POINT (-75.5673 6.29301)	2	0	2	0	3	0
POINT (-75.593 6.28758)	2	0	2	0	2	0
POINT (-75.5646 6.30485)	1	1	2	1	1	0
POINT (-75.5646 6.30485)	3	4	4	4	4	4
POINT (-75.5751 6.2858)	2	1	2	1	3	4
POINT (-75.5751 6.2858)	2	0	2	0	2	0
POINT (-75.5751 6.2858)	2	1	1	1	3	0
POINT (-75.5751 6.2858)	2	0	2	0	2	0
POINT (-75.5583 6.30511)	2	0	2	1	2	0
POINT (-75.5583 6.30511)	2	0	2	0	3	0
POINT (-75.6216 6.26237)	2	0	2	0	2	0
POINT (-75.6216 6.26237)	2	0	3	0	3	0
POINT (-75.577 6.29207)	2	4	2	4	2	0
POINT (-75.577 6.29207)	0	0	0	0	2	0
POINT (-75.577 6.29207)	2	0	2	0	2	0
POINT (-75.5636 6.30373)	2	0	2	0	3	0
POINT (-75.5946 6.22635)	3	0	3	0	3	0
POINT (-75.5996 6.26466)	1	0	2	0	2	0
POINT (-75.593 6.28758)	2	0	2	0	3	0
POINT (-75.5585 6.30278)	2	0	2	0	3	0
POINT (-75.5796 6.27421)	2	0	2	0	2	0
POINT (-75.5494 6.30391)	2	0	2	0	2	0
POINT (-75.5494 6.30391)	2	1	2	1	1	1
POINT (-75.594 6.28328)	2	0	2	0	3	0
POINT (-75.6165 6.25767)	2	1	1	1	2	1
POINT (-75.6167 6.25306)	2	4	2	4	2	0
POINT (-75.5955 6.27814)	2	0	2	0	4	0
POINT (-75.6299 6.25801)	2	4	3	4	3	0
POINT (-75.6299 6.25801)	2	1	2	1	3	0
POINT (-75.6299 6.25801)	2	0	2	0	3	0
POINT (-75.62 6.25978)	2	0	2	1	3	4
POINT (-75.5796 6.27421)	2	0	3	0	4	0
POINT (-75.6117 6.23421)	2	0	2	1	3	0
POINT (-75.62 6.25978)	2	1	2	1	3	1
POINT (-75.6167 6.25306)	1	0	1	1	2	1
POINT (-75.6165 6.25767)	2	0	2	0	3	0
POINT (-75.5775 6.28292)	2	0	2	0	2	0
POINT (-75.6192 6.25812)	0	0	2	0	2	0
POINT (-75.5866 6.22218)	1	1	1	1	1	1
POINT (-75.6239 6.24707)	3	0	3	1	2	1
POINT (-75.6239 6.24707)	2	0	2	0	3	0
POINT (-75.6299 6.25801)	2	1	1	0	1	0
POINT (-75.5636 6.30373)	4	1	4	1	4	4
POINT (-75.5746 6.28986)	2	1	2	0	3	0
POINT (-75.5728 6.30941)	2	0	2	1	1	1
POINT (-75.5728 6.30941)	2	0	2	0	3	0
POINT (-75.5796 6.27421)	3	0	3	0	3	0
POINT (-75.6158 6.27418)	1	1	2	1	2	0
POINT (-75.6158 6.27418)	2	1	2	0	2	1
POINT (-75.6324 6.2697903)	1	1	1	1	1	0
POINT (-75.6324 6.2697903)	2	0	2	0	3	0
POINT (-75.6193 6.26099)	2	0	2	0	2	0
POINT (-75.5931 6.25311)	3	4	3	0	3	4
POINT (-75.5996 6.26466)	3	4	3	4	4	0
POINT (-75.6192 6.25812)	2	0	2	0	2	4
POINT (-75.5673 6.29301)	2	0	2	0	2	0
POINT (-75.5863 6.28101)	2	0	2	0	3	0
POINT (-75.5719 6.27258)	2	0	2	1	2	0
POINT (-75.5719 6.27258)	3	0	3	0	4	0
POINT (-75.5719 6.27258)	2	0	2	4	2	1
POINT (-75.54 6.29973)	3	0	3	0	2	0
POINT (-75.54 6.29973)	2	0	1	0	2	0
POINT (-75.54 6.29973)	2	0	2	0	3	1
POINT (-75.6087 6.28272)	3	4	2	0	4	0
POINT (-75.6087 6.28272)	2	0	2	0	4	0
POINT (-75.6174 6.26141)	1	0	2	0	2	0
POINT (-75.5775 6.28292)	2	0	2	0	4	0
POINT (-75.6188 6.25375)	1	0	1	1	2	0
POINT (-75.6222 6.25381)	2	0	2	0	3	0
POINT (-75.6135 6.26086)	2	1	2	0	2	1
POINT (-75.6135 6.26086)	2	0	2	0	2	0
POINT (-75.6116 6.27736)	1	0	2	0	1	0
POINT (-75.6116 6.27736)	2	1	2	1	2	0
POINT (-75.6116 6.27736)	2	0	2	0	3	0
POINT (-75.5585 6.30278)	2	0	2	0	3	0
POINT (-75.6165 6.25767)	1	0	1	0	2	0
POINT (-75.5583 6.30511)	1	0	2	0	2	0
POINT (-75.5475 6.29651)	2	0	2	0	2	0
POINT (-75.5475 6.29651)	2	0	2	1	2	0
POINT (-75.5475 6.29651)	2	0	2	0	3	4
POINT (-75.5482 6.2999)	2	0	2	0	2	0
POINT (-75.5482 6.2999)	1	0	1	0	2	4
POINT (-75.5482 6.2999)	2	0	2	0	3	0
POINT (-75.591 6.23072)	2	0	2	0	3	0
POINT (-75.5784 6.29532)	2	0	3	0	3	0
